RepSeqName	U-ID	TrEMBL	T-KO	KEGG	K-KO	U-ID	SwissProt	S-KO
S_ruber_randomG_0001_4_7	D5H982_SALRM	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	K00057	* glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	K00057	GPDA1_SALRD	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 1	K00057
S_ruber_randomG_0001_4_9	D5H984_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_10	Q2S2I1_SALRD	Enoyl-CoA hydratase/isomerase family protein	No_Match	* methylglutaconyl-CoA hydratase [EC:4.2.1.18]	K13766	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_11	Q2S2I0_SALRD	Aconitate hydratase, putative	K01681	aconitate hydratase [EC:4.2.1.3]	K01681	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_12	D5H987_SALRM	Phytoene synthase	No_Match	15-cis-phytoene synthase [EC:2.5.1.32]	K02291	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_13	Q2S2H8_SALRD	Phosphoribosylformylglycinamidine cyclo-ligase	K01933	* phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	K01933	PUR5_ALKMQ	Phosphoribosylformylglycinamidine cyclo-ligase	K01933
S_ruber_randomG_0001_4_14	D5H989_SALRM	Glycerol-3-phosphate acyltransferase	K08591	* acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	K08591	PLSY_SALRD	Glycerol-3-phosphate acyltransferase	K08591
S_ruber_randomG_0001_4_15	D5H990_SALRM	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	K00057	* glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	K00057	GPDA2_SALRD	Glycerol-3-phosphate dehydrogenase [NAD(P)+] 2	K00057
S_ruber_randomG_0001_4_16	D5H991_SALRM	Uncharacterized protein	No_Match	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	K03709	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_17	D5H992_SALRM	DNA topoisomerase (ATP-hydrolyzing)	K02469	DNA gyrase subunit A [EC:5.6.2.2]	K02469	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_18	D5H993_SALRM	DNA topoisomerase (ATP-hydrolyzing)	K02470	DNA gyrase subunit B [EC:5.6.2.2]	K02470	GYRB_THEMA	DNA gyrase subunit B	K02470
S_ruber_randomG_0001_4_20	D5H997_SALRM	Uncharacterized protein	No_Match	type IV pilus assembly protein PilV	K02671	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_21	D5H998_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_22	D5H9A0_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_26	Q2S2G7_SALRD	Protein nagD	K02566	* NagD protein	K02566	HDPA_CORGB	Dihydroxyacetone phosphatase	K02566
S_ruber_randomG_0001_4_27	Q2S2G6_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_28	D5H9A7_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	Y1493_SALRD	UPF0403 protein SRU_1493;	No_Match
S_ruber_randomG_0001_4_29	Q2S2G4_SALRD	Segregation and condensation protein B	K06024	* segregation and condensation protein B	K06024	SCPB_MOOTA	Segregation and condensation protein B	K06024
S_ruber_randomG_0001_4_30	D5H9A9_SALRM	Pseudouridine synthase	K06178	* 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	K06178	RLUB_BACSU	Ribosomal large subunit pseudouridine synthase B;	K06178
S_ruber_randomG_0001_4_31	Q2S2G2_SALRD	Inosine-5'-monophosphate dehydrogenase	K00088	* IMP dehydrogenase [EC:1.1.1.205]	K00088	IMDH_AQUAE	Inosine-5'-monophosphate dehydrogenase	K00088
S_ruber_randomG_0001_4_32	Q2S2G1_SALRD	Aminopeptidase P, putative	K01262	Xaa-Pro dipeptidase [EC:3.4.13.9]	K01271	PEPQ_PYRFU	Xaa-Pro dipeptidase;	K01271
S_ruber_randomG_0001_4_33	D5H9B2_SALRM	Uncharacterized protein	No_Match	alpha-1,6-mannosyltransferase [EC:2.4.1.-]	K14337	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_34	D5H9B3_SALRM	tRNA dimethylallyltransferase	K00791	* tRNA dimethylallyltransferase [EC:2.5.1.75]	K00791	MIAA_SALRD	tRNA dimethylallyltransferase	K00791
S_ruber_randomG_0001_4_35	D5H9B4_SALRM	Xanthorhodopsin	No_Match	bacteriorhodopsin	K04641	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_37	D5H9B6_SALRM	Beta-carotene ketolase	No_Match	beta-carotene ketolase (CrtO type)	K02292	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_39	D5H9B8_SALRM	Kynurenine formamidase	K07130	* arylformamidase [EC:3.5.1.9]	K07130	KYNB_SALRD	Kynurenine formamidase	K07130
S_ruber_randomG_0001_4_40	D5H9B9_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_41	Q2S2F3_SALRD	Phage integrase, N-terminal SAM-like domain protein	No_Match	integrase/recombinase XerC	K03733	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_42	No_Match	Hypothetical Gene	No_Match	transposase	K07483	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_45	D5H9C2_SALRM	Tyrosine recombinase xerD	No_Match	integrase/recombinase XerD	K04763	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_46	Q2S2F1_SALRD	Uncharacterized protein	No_Match	pyochelin synthetase	K12240	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_47	D5H9C4_SALRM	Putative 6-pyruvoyl tetrahydrobiopterin synthase	K01737	* 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	K01737	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_48	Q2S2E9_SALRD	Oxidoreductase, zinc-binding dehydrogenase family	No_Match	bacteriochlorophyllide a dehydrogenase [EC:1.1.1.396]	K11337	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_49	D5H9C6_SALRM	GTP cyclohydrolase-2	No_Match	* GTP cyclohydrolase II [EC:3.5.4.25]	K01497	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_50	D5H9C7_SALRM	Uncharacterized protein	No_Match	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	K00941	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_51	D5H9C8_SALRM	Transcriptional regulator	K02529	* LacI family transcriptional regulator	K02529	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_52	D5H9C9_SALRM	Phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923	* phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	K01923	PUR7_CYTH3	Phosphoribosylaminoimidazole-succinocarboxamide synthase	K01923
S_ruber_randomG_0001_4_53	D5H9D0_SALRM	Hyhydrolase, carbon-nitrogen family	No_Match	5-aminopentanamidase [EC:3.5.1.30]	K01506	NITR_PYRAB	Nitrilase;	No_Match
S_ruber_randomG_0001_4_55	Q2S2E2_SALRD	Putative permease domain protein	K09808	* lipoprotein-releasing system permease protein	K09808	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_56	Q2S2E1_SALRD	1-pyrroline-5-carboxylate dehydrogenase	K00294	* 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	K00294	AL4A1_DICDI	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial;	K00294
S_ruber_randomG_0001_4_57	D5H9D4_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_58	D5H9D5_SALRM	GntR family transcriptional regulatory protein	No_Match	* GntR family transcriptional regulator	K07978	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_59	D5H9D6_SALRM	Uncharacterized protein	K07037	* cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	K07037	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_61	Q2S2D6_SALRD	OsmC-like protein	K06889|K07397	* putative redox protein	K07397	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_63	D5H9E0_SALRM	SAM-dependent methyltransferases	No_Match	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	K03438	YTQB_BACSU	Putative rRNA methylase YtqB;	No_Match
S_ruber_randomG_0001_4_68	D5H9E5_SALRM	PAP2 superfamily protein	No_Match	* undecaprenyl-diphosphatase [EC:3.6.1.27]	K19302	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_70	D5H9E7_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_72	Q2S2C5_SALRD	Uncharacterized protein	No_Match	competence protein ComEA	K02237	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_74	Q2S2C3_SALRD	Uncharacterized protein	No_Match	transcription factor S	K03057	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_75	D5H9F2_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_76	D5H9F3_SALRM	Glycerophosphoryl diester phosphodiesterase	K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	K01126	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_78	Q2S2B9_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_4_81	D5H9F8_SALRM	Alanine--tRNA ligase	K01872	* alanyl-tRNA synthetase [EC:6.1.1.7]	K01872	SYA_SALRD	Alanine--tRNA ligase	K01872
S_ruber_randomG_0001_4_82	D5H9G0_SALRM	Putative 3-methyladenine DNA glycosylase	K03652	* DNA-3-methyladenine glycosylase [EC:3.2.2.21]	K03652	3MGH_SALRD	Putative 3-methyladenine DNA glycosylase	K03652
S_ruber_randomG_0001_5_2	D5H9N4_SALRM	Probable 2-phosphosulfolactate phosphatase	K05979	* 2-phosphosulfolactate phosphatase [EC:3.1.3.71]	K05979	COMB_PSELT	Probable 2-phosphosulfolactate phosphatase	K05979
S_ruber_randomG_0001_5_3	D5H9N3_SALRM	Aminomethyltransferase	K00605	* aminomethyltransferase [EC:2.1.2.10]	K00605	GCST_HALOH	Aminomethyltransferase	K00605
S_ruber_randomG_0001_5_4	Q2S245_SALRD	Prephenate dehydrogenase	K04517	* prephenate dehydrogenase [EC:1.3.1.12]	K04517	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_6	D5H9N0_SALRM	Glycerol dehydrogenase	K00005	* glycerol dehydrogenase [EC:1.1.1.6]	K00005	GLDA_GEOSE	Glycerol dehydrogenase;	No_Match
S_ruber_randomG_0001_5_8	D5H9M8_SALRM	Probable periplasmic serine protease DO-like	K04771	* serine protease Do [EC:3.4.21.107]	K04771	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_9	Q2S250_SALRD	Fumarate hydratase class II	No_Match	* fumarate hydratase, class II [EC:4.2.1.2]	K01679	FUMC_HALSA	Fumarate hydratase class II	K01679
S_ruber_randomG_0001_5_10	D5H9M7_SALRM	NAD kinase	K00858	* NAD+ kinase [EC:2.7.1.23]	K00858	NADK_BACTN	NAD kinase	K00858
S_ruber_randomG_0001_5_11	Q2S252_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_12	D5H9M5_SALRM	Universal stress protein A	No_Match	universal stress protein A	K06149	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_15	Q2S255_SALRD	DnaJ-like subfamily B member 2	No_Match	DnaJ homolog subfamily B member 6	K09512	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_20	No_Match	Hypothetical Gene	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_23	Q2S257_SALRD	Dihydrolipoyl dehydrogenase	K00382	* dihydrolipoamide dehydrogenase [EC:1.8.1.4]	K00382	DLDH_RHIEC	Dihydrolipoyl dehydrogenase;	K00382
S_ruber_randomG_0001_5_24	D5H9L8_SALRM	Peptidase M23B	No_Match	murein hydrolase activator	K22719	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_25	D5H9L7_SALRM	Uncharacterized protein	No_Match	outer membrane lipoprotein LolB	K02494	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_27	D5H9L6_SALRM	Glutamate--cysteine ligase	No_Match	acetoin utilization protein AcuB	K04767	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_29	D5H9L2_SALRM	Uncharacterized protein	No_Match	RING finger protein 170 [EC:2.3.2.27]	K15707	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_30	Q2S263_SALRD	Threonylcarbamoyl-AMP synthase	K07566	* L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	K07566	SUA5_PYRAB	Threonylcarbamoyl-AMP synthase;	K07566
S_ruber_randomG_0001_5_31	D5H9L1_SALRM	Protein fixC	No_Match	menaquinone-9 beta-reductase [EC:1.3.99.38]	K21401	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_32	D5H9L0_SALRM	Uncharacterized protein	No_Match	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	K00568	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_34	D5H9K9_SALRM	Copper-transporting P-type ATPase	K17686	Au+-exporting ATPase [EC:3.6.1.-]	K19597	ATCU1_RHIME	Copper-transporting ATPase 1;	K17686
S_ruber_randomG_0001_5_36	D5H9K7_SALRM	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	No_Match	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	K03183	MENG_THET2	Demethylmenaquinone methyltransferase	K03183
S_ruber_randomG_0001_5_38	D5H9K6_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_39	Q2S270_SALRD	Auracyanin A	No_Match	plastocyanin	K02638	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_40	D5H9K4_SALRM	Magnesium chelatase subunit ChlI	K07391	* magnesium chelatase family protein	K07391	COMM_HAEIN	Competence protein ComM;	K07391
S_ruber_randomG_0001_5_42	D5H9K2_SALRM	Biopolymer transport protein ExbB	K03561	* biopolymer transport protein ExbB	K03561	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_43	D5H9K1_SALRM	Uncharacterized protein	No_Match	DedD protein	K03749	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_46	Q2S276_SALRD	Tetratricopeptide repeat family	No_Match	cellulose synthase operon protein C	K20543	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_48	D5H9J6_SALRM	Uncharacterized protein	No_Match	large subunit ribosomal protein L29	K02904	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_49	D5H9J5_SALRM	Uncharacterized protein	No_Match	putative thioredoxin	K05838	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_51	D5H9J3_SALRM	UvrABC system protein C	K03703	* excinuclease ABC subunit C	K03703	UVRC_SALRD	UvrABC system protein C	K03703
S_ruber_randomG_0001_5_53	Q2S282_SALRD	PIN domain protein, putative	No_Match	uncharacterized protein	K07064	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_55	Q2S284_SALRD	Peptide methionine sulfoxide reductase MsrA	K07304	* peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	K07304	MSRA_LACS1	Peptide methionine sulfoxide reductase MsrA	K07304
S_ruber_randomG_0001_5_59	D5H9I6_SALRM	Predicted Co/Zn/Cd cation transporter	No_Match	ferrous-iron efflux pump FieF	K13283	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_60	D5H9I4_SALRM	Malate dehydrogenase	K00024	* malate dehydrogenase [EC:1.1.1.37]	K00024	MDH_SALRD	Malate dehydrogenase	K00024
S_ruber_randomG_0001_5_62	Q2S291_SALRD	Outer membrane lipoprotein carrier protein LolA	K03634	* outer membrane lipoprotein carrier protein	K03634	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_63	D5H9I0_SALRM	RNA 2',3'-cyclic phosphodiesterase	K01975	* RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]	K01975	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_64	D5H9I1_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_65	D5H9H9_SALRM	Uncharacterized protein	No_Match	putative membrane protein	K00389	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_66	D5H9H8_SALRM	Imidazole glycerol phosphate synthase subunit HisF	K02500	* imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	K02500	HIS6_SALRD	Imidazole glycerol phosphate synthase subunit HisF	K02500
S_ruber_randomG_0001_5_72	D5H9H3_SALRM	Imidazoleglycerol-phosphate dehydratase	K01693	* imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	K01693	HIS7_SALRD	Imidazoleglycerol-phosphate dehydratase	K01693
S_ruber_randomG_0001_5_73	D5H9H2_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_74	D5H9H1_SALRM	Methionine--tRNA ligase	K01874	* methionyl-tRNA synthetase [EC:6.1.1.10]	K01874	SYM_SALRD	Methionine--tRNA ligase	K01874
S_ruber_randomG_0001_5_75	Q2S2A4_SALRD	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	K01243	* adenosylhomocysteine nucleosidase [EC:3.2.2.9]	K01243	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_76	D5H9G9_SALRM	Glutamyl-tRNA reductase	K02492	* glutamyl-tRNA reductase [EC:1.2.1.70]	K02492	HEM1_SALRD	Glutamyl-tRNA reductase	K02492
S_ruber_randomG_0001_5_77	Q2S2A6_SALRD	Porphobilinogen deaminase	K01749	* hydroxymethylbilane synthase [EC:2.5.1.61]	K01749	HEM3_SYNWW	Porphobilinogen deaminase	K01749
S_ruber_randomG_0001_5_78	Q2S2A7_SALRD	Uroporphyrinogen-III synthase	K01719	* uroporphyrinogen-III synthase [EC:4.2.1.75]	K01719	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_79	D5H9G6_SALRM	Thiamine-phosphate synthase	K00788	* thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	K00788	THIE_SALRD	Thiamine-phosphate synthase	K00788
S_ruber_randomG_0001_5_82	Q2S2B1_SALRD	Secreted protein containing N-terminal Zinc-dependent carboxypeptidase related domain	No_Match	carboxypeptidase D [EC:3.4.17.22]	K07752	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_5_83	Q2S2B2_SALRD	Uncharacterized protein	K06888	* uncharacterized protein	K06888	YYAL_BACSU	Uncharacterized protein YyaL;	K06888
S_ruber_randomG_0001_6_2	Q2RYR3_SALRD	Nitrogen regulatory protein P-II	No_Match	nitrogen regulatory protein P-II 1	K04751	GLNB_RHOSH	Nitrogen regulatory protein P-II;	No_Match
S_ruber_randomG_0001_6_4	Q2RYR1_SALRD	High-potential iron-sulfur protein	No_Match	putative aldouronate transport system substrate-binding protein	K17318	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_5	D5HD61_SALRM	Response regulator receiver, transcriptional regulatory protein	No_Match	* two-component system, OmpR family, response regulator	K02483	YKOG_BACSU	Uncharacterized transcriptional regulatory protein YkoG;	K02483
S_ruber_randomG_0001_6_6	D5HD63_SALRM	Two-component sensor histidine kinase	No_Match	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_9	D5HD66_SALRM	Poly(Hydroxyalcanoate) granule associated protein	No_Match	polyhydroxyalkanoate synthase subunit PhaE	K22881	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_10	D5HD67_SALRM	Uncharacterized protein	No_Match	putative transcriptional regulator	K07167	YDBB_BACSU	Uncharacterized protein YdbB;	No_Match
S_ruber_randomG_0001_6_11	D5HD68_SALRM	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_13	Q2RYQ3_SALRD	Uncharacterized protein	No_Match	Hypothetical Gene	No_Match	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_14	D5HD71_SALRM	Ribose operon repressor	K02529	* LacI family transcriptional regulator	K02529	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_15	Q2RYQ1_SALRD	Na+/solute symporter	K03307	* solute:Na+ symporter, SSS family	K03307	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_16	D5HD73_SALRM	TonB-dependent receptor	No_Match	TonB-dependent starch-binding outer membrane protein SusC	K21573	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_17	D5HD74_SALRM	Outer membrane protein, probably involved in nut rient binding	K21572	* starch-binding outer membrane protein, SusD/RagB family	K21572	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_18	D5HD75_SALRM	Uncharacterized protein	No_Match	outer membrane lipoprotein	K07285	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_19	D5HD76_SALRM	Beta-glucanase [Precursor]	No_Match	* licheninase [EC:3.2.1.73]	K01216	GUB_RHOMR	Beta-glucanase;	No_Match
S_ruber_randomG_0001_6_20	Q2RYP6_SALRD	Xylosidase	K05349	* beta-glucosidase [EC:3.2.1.21]	K05349	GLUA_DICDI	Lysosomal beta glucosidase;	K05349
S_ruber_randomG_0001_6_21	D5HD78_SALRM	Putative sugar-transporter subfamily	No_Match	MFS transporter, SP family, arabinose:H+ symporter	K02100	GLCP_SYNY3	Glucose transport protein;	K08139
S_ruber_randomG_0001_6_23	D5HD80_SALRM	ABC transporter ATP-binding protein	K02003	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	K05685	YKNY_BACSU	Uncharacterized ABC transporter ATP-binding protein YknY	K02003
S_ruber_randomG_0001_6_24	D5HD81_SALRM	Membrane fusion efflux protein, putative	K02005	* HlyD family secretion protein	K02005	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_25	Q2RYP1_SALRD	Outer membrane efflux protein	K12340	outer membrane protein	K12340	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_26	D5HD83_SALRM	ABC transporter permease protein	K02004	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	K05685	No_Match	Hypothetical Gene	No_Match
S_ruber_randomG_0001_6_27	Q2RYN9_SALRD	ABC transporter, ATP-binding protein	K02004	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	K05685	No_Match	Hypothetical Gene	No_Match
